TradeID,Broker,Symbol,Quantity,Price,TradeTimestamp
TRD-VAN-10035,Vanguard_Feeds,AMZN,104,298.55,2026-05-11 03:47:48
TRD-VAN-10036,Vanguard_Feeds,GOOGL,25,65.57,2026-05-10 19:34:26
TRD-VAN-10037,Vanguard_Feeds,GOOGL,381,245.21,2026-05-10 18:38:14
TRD-VAN-10038,Vanguard_Feeds,MSFT,433,255.73,2026-05-11 13:15:30
TRD-VAN-10039,Vanguard_Feeds,GOOGL,436,414.55,2026-05-11 00:59:24
TRD-VAN-10040,Vanguard_Feeds,AMZN,178,74.86,2026-05-10 22:34:45
TRD-VAN-10041,Vanguard_Feeds,AMZN,171,179.79,2026-05-11 08:12:54
TRD-VAN-10042,Vanguard_Feeds,AMZN,86,204.5,2026-05-10 19:10:40
TRD-VAN-10043,Vanguard_Feeds,AAPL,196,298.22,2026-05-11 03:50:34
TRD-VAN-10044,Vanguard_Feeds,AAPL,160,62.26,2026-05-10 18:07:08
TRD-VAN-10045,Vanguard_Feeds,AAPL,19,470.15,2026-05-11 04:17:54
TRD-VAN-10046,Vanguard_Feeds,MSFT,459,450.73,2026-05-10 22:42:23
TRD-VAN-10047,Vanguard_Feeds,GOOGL,146,122.89,2026-05-10 19:30:01
TRD-VAN-10048,Vanguard_Feeds,TSLA,189,462.34,2026-05-11 14:36:03
TRD-VAN-10049,Vanguard_Feeds,AMZN,441,,2026-05-10 19:11:30
TRD-VAN-10050,Vanguard_Feeds,AAPL,435,202.86,2026-05-11 05:01:56
TRD-VAN-10051,Vanguard_Feeds,AAPL,397,339.39,2026-05-11 03:09:06
TRD-VAN-10052,Vanguard_Feeds,AMZN,211,452.93,2026-05-11 12:25:25
TRD-VAN-10053,Vanguard_Feeds,MSFT,24,319.46,2026-05-11 01:06:36
TRD-VAN-10054,Vanguard_Feeds,MSFT,491,64.54,2026-05-11 14:02:42
TRD-VAN-10055,Vanguard_Feeds,MSFT,49,144.23,2026-05-11 00:15:01
TRD-VAN-10056,Vanguard_Feeds,TSLA,420,481.53,2026-05-11 07:53:14
TRD-VAN-10057,Vanguard_Feeds,AAPL,450,241.57,2026-05-11 10:52:31
TRD-VAN-10058,Vanguard_Feeds,AMZN,50,413.41,2026-05-11 01:22:01
TRD-VAN-10059,Vanguard_Feeds,GOOGL,475,374.6,2026-05-11 02:46:07
TRD-VAN-10060,Vanguard_Feeds,GOOGL,293,309.64,2026-05-10 21:47:24
TRD-VAN-10061,Vanguard_Feeds,AMZN,483,389.08,2026-05-11 07:31:59
TRD-VAN-10062,Vanguard_Feeds,AAPL,287,121.95,2026-05-11 04:02:12
TRD-VAN-10063,Vanguard_Feeds,MSFT,336,341.5,2026-05-10 17:52:03
TRD-VAN-10064,Vanguard_Feeds,AAPL,455,275.97,2026-05-11 12:16:13
TRD-VAN-10065,Vanguard_Feeds,AMZN,162,271.86,2026-05-11 12:08:35
TRD-VAN-10066,Vanguard_Feeds,AAPL,145,367.49,2026-05-11 08:05:38
TRD-VAN-10067,Vanguard_Feeds,AAPL,278,169.49,2026-05-11 11:05:48
TRD-VAN-10068,Vanguard_Feeds,MSFT,132,303.42,2026-05-11 07:55:11
TRD-VAN-10069,Vanguard_Feeds,GOOGL,496,369.33,2026-05-10 17:30:10
TRD-VAN-10070,Vanguard_Feeds,GOOGL,104,160.23,2026-05-11 01:48:57
TRD-VAN-10071,Vanguard_Feeds,AMZN,306,350.17,2026-05-11 01:45:42
TRD-VAN-10072,Vanguard_Feeds,AMZN,344,140.38,2026-05-10 18:24:47
TRD-VAN-10073,Vanguard_Feeds,MSFT,298,498.0,2026-05-11 03:38:43
TRD-VAN-10074,Vanguard_Feeds,TSLA,489,140.31,2026-05-10 18:52:01
TRD-VAN-10075,Vanguard_Feeds,AAPL,50,51.01,2026-05-10 20:31:34
TRD-VAN-10076,Vanguard_Feeds,AMZN,188,126.96,2026-05-10 18:07:09
TRD-VAN-10077,Vanguard_Feeds,GOOGL,114,156.77,2026-05-11 00:28:19
TRD-VAN-10078,Vanguard_Feeds,TSLA,132,,2026-05-11 06:50:45
TRD-VAN-10079,Vanguard_Feeds,MSFT,201,63.73,2026-05-11 01:26:01
TRD-VAN-10080,Vanguard_Feeds,TSLA,308,72.61,2026-05-10 20:27:39
TRD-VAN-10081,Vanguard_Feeds,MSFT,241,493.64,2026-05-10 18:06:43
TRD-VAN-10082,Vanguard_Feeds,TSLA,456,51.91,2026-05-11 00:56:24
TRD-VAN-10083,Vanguard_Feeds,GOOGL,470,375.88,2026-05-11 04:23:17
TRD-VAN-10084,Vanguard_Feeds,TSLA,213,151.64,2026-05-11 06:52:13
TRD-VAN-10085,Vanguard_Feeds,AAPL,14,273.16,2026-05-11 05:08:52
TRD-VAN-10086,Vanguard_Feeds,GOOGL,394,471.14,2026-05-10 18:01:34
TRD-VAN-10087,Vanguard_Feeds,AAPL,83,77.98,2026-05-11 03:24:19
TRD-VAN-10088,Vanguard_Feeds,TSLA,304,114.41,2026-05-10 20:37:46
TRD-VAN-10089,Vanguard_Feeds,AMZN,79,482.96,2026-05-11 04:36:53
TRD-VAN-10090,Vanguard_Feeds,GOOGL,280,265.01,2026-05-11 10:27:03
TRD-VAN-10091,Vanguard_Feeds,AAPL,139,359.42,2026-05-10 19:46:49
TRD-VAN-10092,Vanguard_Feeds,GOOGL,277,92.86,2026-05-11 06:22:12
TRD-VAN-10093,Vanguard_Feeds,GOOGL,139,467.35,2026-05-10 18:17:27
TRD-VAN-10094,Vanguard_Feeds,GOOGL,455,75.86,2026-05-11 16:34:21
TRD-VAN-10095,Vanguard_Feeds,TSLA,389,462.86,2026-05-11 12:25:23
TRD-VAN-10096,Vanguard_Feeds,GOOGL,42,249.59,2026-05-10 22:21:06
TRD-VAN-10097,Vanguard_Feeds,MSFT,340,303.87,2026-05-11 08:05:38
TRD-VAN-10098,Vanguard_Feeds,AMZN,325,274.72,2026-05-11 05:57:19
TRD-VAN-10099,Vanguard_Feeds,GOOGL,21,330.9,2026-05-11 12:39:27
TRD-VAN-10100,Vanguard_Feeds,MSFT,479,130.74,2026-05-11 12:46:01
TRD-VAN-10101,Vanguard_Feeds,TSLA,497,395.4,2026-05-11 08:16:08
TRD-VAN-10102,Vanguard_Feeds,TSLA,238,294.18,2026-05-11 04:20:18
TRD-VAN-10103,Vanguard_Feeds,GOOGL,343,393.14,2026-05-11 06:34:27
TRD-VAN-10104,Vanguard_Feeds,TSLA,201,277.96,2026-05-11 16:59:55
TRD-VAN-10105,Vanguard_Feeds,TSLA,192,70.12,2026-05-10 21:21:53
TRD-VAN-10106,Vanguard_Feeds,AMZN,429,355.21,2026-05-11 06:54:32
TRD-VAN-10107,Vanguard_Feeds,GOOGL,405,354.69,2026-05-10 18:01:44
TRD-VAN-10108,Vanguard_Feeds,AAPL,105,485.38,2026-05-11 01:10:54
TRD-VAN-10109,Vanguard_Feeds,AAPL,380,136.09,2026-05-11 04:00:12
TRD-VAN-10110,Vanguard_Feeds,TSLA,421,107.42,2026-05-11 10:46:00
TRD-VAN-10111,Vanguard_Feeds,GOOGL,254,108.07,2026-05-11 00:56:51
TRD-VAN-10112,Vanguard_Feeds,AMZN,393,-50.0,2026-05-11 01:39:27
TRD-VAN-10113,Vanguard_Feeds,AMZN,22,207.89,2026-05-11 01:47:18
TRD-VAN-10114,Vanguard_Feeds,TSLA,435,473.27,2026-05-11 01:21:00
TRD-VAN-10115,Vanguard_Feeds,AAPL,309,150.45,2026-05-11 07:07:55
TRD-VAN-10116,Vanguard_Feeds,AAPL,223,482.05,2026-05-10 23:37:00
TRD-VAN-10117,Vanguard_Feeds,GOOGL,342,281.11,2026-05-10 17:27:00
TRD-VAN-10118,Vanguard_Feeds,AMZN,203,385.26,2026-05-11 03:53:02
TRD-VAN-10119,Vanguard_Feeds,AAPL,229,396.08,2026-05-11 09:07:26
TRD-VAN-10120,Vanguard_Feeds,AMZN,451,265.06,2026-05-11 08:39:18
TRD-VAN-10121,Vanguard_Feeds,MSFT,60,496.72,2026-05-11 07:22:10
TRD-VAN-10122,Vanguard_Feeds,MSFT,358,178.6,2026-05-11 01:50:28
TRD-VAN-10123,Vanguard_Feeds,AMZN,226,214.41,2026-05-11 10:05:30
TRD-VAN-10124,Vanguard_Feeds,AMZN,468,450.55,2026-05-11 00:32:55
TRD-VAN-10125,Vanguard_Feeds,TSLA,151,471.02,2026-05-10 18:19:07
TRD-VAN-10126,Vanguard_Feeds,AAPL,347,269.38,2026-05-11 00:47:37
TRD-VAN-10127,Vanguard_Feeds,MSFT,41,150.26,2026-05-10 18:27:33
TRD-VAN-10128,Vanguard_Feeds,AMZN,317,85.82,2026-05-11 12:06:19
TRD-VAN-10129,Vanguard_Feeds,TSLA,472,489.68,2026-05-10 19:55:42
TRD-VAN-10130,Vanguard_Feeds,TSLA,348,350.71,2026-05-10 20:16:08
TRD-VAN-10131,Vanguard_Feeds,GOOGL,32,56.08,2026-05-11 10:10:24
TRD-VAN-10132,Vanguard_Feeds,AAPL,73,325.89,2026-05-11 06:10:17
TRD-VAN-10133,Vanguard_Feeds,AMZN,318,156.21,2026-05-10 20:29:22
TRD-VAN-10134,Vanguard_Feeds,AAPL,321,999999.99,2026-05-10 23:00:12
TRD-VAN-10135,Vanguard_Feeds,MSFT,366,305.22,2026-05-10 22:44:41
TRD-VAN-10136,Vanguard_Feeds,GOOGL,210,171.7,2026-05-11 05:41:27
TRD-VAN-10137,Vanguard_Feeds,AAPL,142,69.69,2026-05-11 15:33:23
TRD-VAN-10138,Vanguard_Feeds,MSFT,277,225.48,2026-05-11 12:12:04
TRD-VAN-10139,Vanguard_Feeds,AAPL,86,187.84,2026-05-10 20:41:01
TRD-VAN-10140,Vanguard_Feeds,AAPL,168,248.52,2026-05-11 15:56:31
TRD-VAN-10141,Vanguard_Feeds,MSFT,303,,2026-05-10 20:10:21
TRD-VAN-10142,Vanguard_Feeds,AAPL,468,498.69,2026-05-11 14:55:31
TRD-VAN-10143,Vanguard_Feeds,GOOGL,55,398.74,2026-05-11 02:30:23
TRD-VAN-10144,Vanguard_Feeds,TSLA,14,360.31,2026-05-11 09:42:54
TRD-VAN-10145,Vanguard_Feeds,AMZN,281,197.16,2026-05-11 06:57:36
TRD-VAN-10146,Vanguard_Feeds,GOOGL,452,103.25,2026-05-10 18:25:42
TRD-VAN-10147,Vanguard_Feeds,AAPL,237,401.01,2026-05-11 08:40:01
TRD-VAN-10148,Vanguard_Feeds,AMZN,279,131.96,2026-05-10 18:12:55
TRD-VAN-10149,Vanguard_Feeds,TSLA,167,431.46,2026-05-11 10:02:03
TRD-VAN-10150,Vanguard_Feeds,AAPL,356,254.04,2026-05-10 23:30:30
TRD-VAN-10151,Vanguard_Feeds,GOOGL,260,224.47,2026-05-11 08:44:37
TRD-VAN-10152,Vanguard_Feeds,AAPL,42,356.57,2026-05-10 17:31:37
TRD-VAN-10153,Vanguard_Feeds,GOOGL,29,382.69,2026-05-11 01:03:26
TRD-VAN-10154,Vanguard_Feeds,MSFT,471,99.43,2026-05-11 16:04:32
TRD-VAN-10155,Vanguard_Feeds,GOOGL,197,358.34,2026-05-11 03:18:59
TRD-VAN-10156,Vanguard_Feeds,TSLA,362,140.55,2026-05-11 13:41:36
TRD-VAN-10157,Vanguard_Feeds,AAPL,170,187.99,2026-05-10 17:34:21
TRD-VAN-10158,Vanguard_Feeds,TSLA,113,477.56,2026-05-11 13:51:58
TRD-VAN-10159,Vanguard_Feeds,TSLA,160,195.44,2026-05-11 04:40:42
TRD-VAN-10160,Vanguard_Feeds,GOOGL,473,296.0,2026-05-11 14:59:12
TRD-VAN-10161,Vanguard_Feeds,GOOGL,183,213.62,2026-05-11 01:31:28
TRD-VAN-10162,Vanguard_Feeds,GOOGL,472,297.21,2026-05-10 17:47:01
TRD-VAN-10163,Vanguard_Feeds,MSFT,468,350.93,2026-05-11 05:41:38
TRD-VAN-10164,Vanguard_Feeds,AAPL,354,222.45,2026-05-10 23:24:32
TRD-VAN-10165,Vanguard_Feeds,TSLA,156,77.95,2026-05-10 18:32:08
TRD-VAN-10166,Vanguard_Feeds,AMZN,118,279.77,2026-05-10 23:31:55
TRD-VAN-10167,Vanguard_Feeds,TSLA,114,80.95,2026-05-11 02:51:13
TRD-VAN-10168,Vanguard_Feeds,MSFT,359,258.13,2026-05-10 23:59:48
TRD-VAN-10169,Vanguard_Feeds,AMZN,13,104.51,2026-05-11 07:18:45
TRD-VAN-10170,Vanguard_Feeds,AAPL,255,454.41,2026-05-11 04:22:55
TRD-VAN-10171,Vanguard_Feeds,AAPL,334,250.76,2026-05-10 22:09:02
TRD-VAN-10172,Vanguard_Feeds,MSFT,89,426.11,2026-05-11 04:06:54
TRD-VAN-10173,Vanguard_Feeds,TSLA,459,249.75,2026-05-10 22:39:20
TRD-VAN-10174,Vanguard_Feeds,AAPL,122,474.63,2026-05-11 09:41:01
TRD-VAN-10175,Vanguard_Feeds,AAPL,165,267.37,2026-05-10 23:45:56
TRD-VAN-10176,Vanguard_Feeds,AMZN,62,448.31,2026-05-11 02:27:59
TRD-VAN-10177,Vanguard_Feeds,TSLA,300,242.81,2026-05-11 09:54:41
TRD-VAN-10178,Vanguard_Feeds,AAPL,307,475.21,2026-05-10 17:33:52
TRD-VAN-10179,Vanguard_Feeds,MSFT,134,472.52,2026-05-11 02:45:58
TRD-VAN-10180,Vanguard_Feeds,TSLA,161,218.54,2026-05-11 06:06:20
TRD-VAN-10181,Vanguard_Feeds,AAPL,70,491.84,2026-05-11 01:22:02
TRD-VAN-10182,Vanguard_Feeds,AMZN,31,210.73,2026-05-11 04:00:04
TRD-VAN-10183,Vanguard_Feeds,TSLA,352,419.29,2026-05-11 07:31:25
TRD-VAN-10184,Vanguard_Feeds,MSFT,483,301.41,2026-05-11 13:25:28
TRD-VAN-10185,Vanguard_Feeds,MSFT,391,428.89,2026-05-10 20:51:34
TRD-VAN-10186,Vanguard_Feeds,AAPL,192,93.52,2026-05-11 09:31:16
TRD-VAN-10187,Vanguard_Feeds,MSFT,15,163.26,2026-05-10 19:37:42
TRD-VAN-10188,Vanguard_Feeds,GOOGL,477,334.12,2026-05-11 00:47:36
TRD-VAN-10189,Vanguard_Feeds,TSLA,393,393.96,2026-05-11 15:31:07
TRD-VAN-10190,Vanguard_Feeds,GOOGL,90,428.63,2026-05-11 17:05:46
TRD-VAN-10191,Vanguard_Feeds,MSFT,28,69.64,2026-05-11 13:27:05
TRD-VAN-10192,Vanguard_Feeds,AAPL,474,275.09,2026-05-11 07:27:16
TRD-VAN-10193,Vanguard_Feeds,MSFT,342,287.06,2026-05-11 01:11:48
TRD-VAN-10194,Vanguard_Feeds,AAPL,391,203.81,2026-05-11 05:37:21
TRD-VAN-10195,Vanguard_Feeds,GOOGL,485,343.06,2026-05-11 05:47:14
TRD-VAN-10196,Vanguard_Feeds,AAPL,443,433.93,2026-05-10 19:17:37
TRD-VAN-10197,Vanguard_Feeds,AAPL,290,339.58,2026-05-11 15:02:34
TRD-VAN-10198,Vanguard_Feeds,AAPL,219,472.3,2026-05-11 12:33:28
TRD-VAN-10199,Vanguard_Feeds,GOOGL,349,231.01,2026-05-10 22:49:25
TRD-VAN-10200,Vanguard_Feeds,TSLA,313,493.56,2026-05-11 03:18:33
TRD-VAN-10201,Vanguard_Feeds,GOOGL,479,,2026-05-10 23:01:41
TRD-VAN-10202,Vanguard_Feeds,MSFT,446,359.2,2026-05-10 22:18:36
TRD-VAN-10203,Vanguard_Feeds,TSLA,34,312.57,2026-05-11 08:19:31
TRD-VAN-10204,Vanguard_Feeds,GOOGL,408,375.16,2026-05-10 20:15:53
TRD-VAN-10205,Vanguard_Feeds,AAPL,48,63.81,2026-05-10 18:41:13
TRD-VAN-10206,Vanguard_Feeds,MSFT,22,267.94,2026-05-11 07:46:39
TRD-VAN-10207,Vanguard_Feeds,TSLA,141,115.11,2026-05-11 10:02:03
TRD-VAN-10208,Vanguard_Feeds,GOOGL,157,83.63,2026-05-11 03:35:13
TRD-VAN-10209,Vanguard_Feeds,GOOGL,330,61.36,2026-05-11 16:27:25
TRD-VAN-10210,Vanguard_Feeds,AMZN,219,435.93,2026-05-10 21:24:15
TRD-VAN-10211,Vanguard_Feeds,AAPL,181,255.72,2026-05-11 08:55:24
TRD-VAN-10212,Vanguard_Feeds,TSLA,357,148.01,2026-05-11 11:39:23
TRD-VAN-10213,Vanguard_Feeds,MSFT,146,107.6,2026-05-10 17:22:33
TRD-VAN-10214,Vanguard_Feeds,TSLA,360,350.25,2026-05-11 06:09:09
TRD-VAN-10215,Vanguard_Feeds,GOOGL,354,125.17,2026-05-11 00:52:48
TRD-VAN-10216,Vanguard_Feeds,GOOGL,477,181.38,2026-05-11 16:01:57
TRD-VAN-10217,Vanguard_Feeds,AAPL,60,434.04,2026-05-10 21:35:06
TRD-VAN-10218,Vanguard_Feeds,AAPL,205,480.92,2026-05-11 06:29:30
TRD-VAN-10219,Vanguard_Feeds,AMZN,231,468.84,2026-05-10 18:37:03
TRD-VAN-10220,Vanguard_Feeds,TSLA,331,80.94,2026-05-11 01:31:43
TRD-VAN-10221,Vanguard_Feeds,TSLA,401,261.79,2026-05-10 21:17:49
TRD-VAN-10222,Vanguard_Feeds,AMZN,111,476.46,2026-05-11 12:42:16
TRD-VAN-10223,Vanguard_Feeds,AAPL,376,398.18,2026-05-11 06:06:34
TRD-VAN-10224,Vanguard_Feeds,AAPL,199,,2026-05-11 11:37:56
TRD-VAN-10225,Vanguard_Feeds,AAPL,470,152.19,2026-05-11 02:50:56
TRD-VAN-10226,Vanguard_Feeds,MSFT,280,303.74,2026-05-10 18:13:42
TRD-VAN-10227,Vanguard_Feeds,TSLA,292,264.59,2026-05-11 12:32:05
TRD-VAN-10228,Vanguard_Feeds,GOOGL,80,470.23,2026-05-10 20:22:30
TRD-VAN-10229,Vanguard_Feeds,GOOGL,173,102.24,2026-05-11 16:55:56
TRD-VAN-10230,Vanguard_Feeds,AMZN,77,257.8,2026-05-11 15:06:37
TRD-VAN-10231,Vanguard_Feeds,AMZN,370,271.19,2026-05-10 21:35:35
TRD-VAN-10232,Vanguard_Feeds,MSFT,442,215.13,2026-05-10 22:11:48
TRD-VAN-10233,Vanguard_Feeds,TSLA,298,118.23,2026-05-11 13:55:10
TRD-VAN-10234,Vanguard_Feeds,GOOGL,128,424.93,2026-05-11 11:48:52
TRD-VAN-10235,Vanguard_Feeds,MSFT,77,233.39,2026-05-11 13:54:20
TRD-VAN-10236,Vanguard_Feeds,AAPL,193,395.9,2026-05-10 23:08:50
TRD-VAN-10237,Vanguard_Feeds,AMZN,49,83.06,2026-05-11 04:48:07
TRD-VAN-10238,Vanguard_Feeds,AAPL,442,454.15,2026-05-11 15:40:50
TRD-VAN-10239,Vanguard_Feeds,MSFT,402,128.36,2026-05-10 21:49:19
TRD-VAN-10240,Vanguard_Feeds,MSFT,447,264.71,2026-05-11 09:09:23
TRD-VAN-10241,Vanguard_Feeds,MSFT,232,175.69,2026-05-10 20:45:54
TRD-VAN-10242,Vanguard_Feeds,AMZN,323,351.78,2026-05-11 11:49:54
TRD-VAN-10243,Vanguard_Feeds,MSFT,157,445.07,2026-05-11 10:03:38
TRD-VAN-10244,Vanguard_Feeds,GOOGL,408,318.75,2026-05-10 20:37:15
TRD-VAN-10245,Vanguard_Feeds,MSFT,47,340.68,2026-05-11 14:54:25
TRD-VAN-10246,Vanguard_Feeds,TSLA,110,414.64,2026-05-11 14:00:23
TRD-VAN-10247,Vanguard_Feeds,MSFT,37,352.53,2026-05-10 22:14:07
TRD-VAN-10248,Vanguard_Feeds,GOOGL,135,177.17,2026-05-11 00:56:24
TRD-VAN-10249,Vanguard_Feeds,AAPL,51,386.98,2026-05-11 08:27:39
TRD-VAN-10250,Vanguard_Feeds,MSFT,373,214.37,2026-05-11 02:31:38
TRD-VAN-10251,Vanguard_Feeds,TSLA,428,142.29,2026-05-11 11:13:03
TRD-VAN-10252,Vanguard_Feeds,AMZN,383,298.57,2026-05-11 08:48:21
TRD-VAN-10253,Vanguard_Feeds,AAPL,211,180.2,2026-05-10 23:55:46
TRD-VAN-10254,Vanguard_Feeds,GOOGL,160,173.12,2026-05-11 06:00:46
TRD-VAN-10255,Vanguard_Feeds,GOOGL,72,436.68,2026-05-11 06:27:54
TRD-VAN-10256,Vanguard_Feeds,AAPL,406,465.9,2026-05-11 05:18:47
TRD-VAN-10257,Vanguard_Feeds,AMZN,45,229.52,2026-05-11 08:19:43
TRD-VAN-10258,Vanguard_Feeds,AMZN,21,251.62,2026-05-11 15:50:54
TRD-VAN-10259,Vanguard_Feeds,GOOGL,334,247.78,2026-05-10 22:59:54
TRD-VAN-10260,Vanguard_Feeds,AMZN,333,174.76,2026-05-11 11:34:56
TRD-VAN-10261,Vanguard_Feeds,AMZN,434,391.8,2026-05-10 17:33:00
TRD-VAN-10262,Vanguard_Feeds,TSLA,337,494.53,2026-05-11 11:52:11
TRD-VAN-10263,Vanguard_Feeds,GOOGL,134,406.59,2026-05-11 07:50:14
TRD-VAN-10264,Vanguard_Feeds,TSLA,174,205.4,2026-05-11 09:09:07
TRD-VAN-10265,Vanguard_Feeds,AMZN,418,249.73,2026-05-11 02:49:48
TRD-VAN-10266,Vanguard_Feeds,AMZN,215,293.77,2026-05-11 16:57:19
TRD-VAN-10267,Vanguard_Feeds,AAPL,244,227.12,2026-05-11 06:11:03
TRD-VAN-10268,Vanguard_Feeds,AMZN,486,436.4,2026-05-11 17:18:34
TRD-VAN-10269,Vanguard_Feeds,AAPL,454,162.03,2026-05-11 04:54:07
TRD-VAN-10270,Vanguard_Feeds,GOOGL,177,361.83,2026-05-11 08:38:34
TRD-VAN-10271,Vanguard_Feeds,AMZN,248,410.87,2026-05-11 06:16:56
TRD-VAN-10272,Vanguard_Feeds,TSLA,135,342.61,2026-05-11 13:34:24
TRD-VAN-10273,Vanguard_Feeds,AMZN,419,432.03,2026-05-11 14:15:54
TRD-VAN-10274,Vanguard_Feeds,AAPL,233,326.19,2026-05-11 02:31:08
TRD-VAN-10275,Vanguard_Feeds,MSFT,120,352.05,2026-05-11 10:02:28
TRD-VAN-10276,Vanguard_Feeds,TSLA,91,83.11,2026-05-11 08:27:45
TRD-VAN-10277,Vanguard_Feeds,GOOGL,212,391.4,2026-05-11 16:04:46
TRD-VAN-10278,Vanguard_Feeds,TSLA,205,439.7,2026-05-11 10:17:01
TRD-VAN-10279,Vanguard_Feeds,AMZN,224,312.35,2026-05-11 00:43:02
TRD-VAN-10280,Vanguard_Feeds,TSLA,197,176.46,2026-05-11 03:33:13
TRD-VAN-10281,Vanguard_Feeds,MSFT,391,444.52,2026-05-10 23:19:00
TRD-VAN-10282,Vanguard_Feeds,AAPL,152,360.16,2026-05-11 06:30:11
TRD-VAN-10283,Vanguard_Feeds,GOOGL,26,220.5,2026-05-11 05:22:35
TRD-VAN-10284,Vanguard_Feeds,TSLA,369,122.95,2026-05-11 14:49:54
TRD-VAN-10285,Vanguard_Feeds,MSFT,161,179.0,2026-05-11 13:01:54
TRD-VAN-10286,Vanguard_Feeds,AAPL,318,196.09,2026-05-11 12:22:49
TRD-VAN-10287,Vanguard_Feeds,TSLA,251,414.97,2026-05-11 01:41:03
TRD-VAN-10288,Vanguard_Feeds,AAPL,436,77.63,2026-05-11 08:16:12
TRD-VAN-10289,Vanguard_Feeds,MSFT,196,203.87,2026-05-11 14:50:07
TRD-VAN-10290,Vanguard_Feeds,TSLA,435,66.96,2026-05-11 01:09:34
TRD-VAN-10291,Vanguard_Feeds,TSLA,138,344.01,2026-05-11 05:00:02
TRD-VAN-10292,Vanguard_Feeds,GOOGL,219,477.97,2026-05-10 22:11:13
TRD-VAN-10293,Vanguard_Feeds,TSLA,275,154.08,2026-05-11 04:03:02
TRD-VAN-10294,Vanguard_Feeds,AMZN,344,329.68,2026-05-11 15:17:19
TRD-VAN-10295,Vanguard_Feeds,MSFT,396,369.18,2026-05-11 02:09:08
TRD-VAN-10296,Vanguard_Feeds,AMZN,461,458.5,2026-05-10 21:11:37
TRD-VAN-10297,Vanguard_Feeds,AAPL,445,400.1,2026-05-10 23:50:07
TRD-VAN-10298,Vanguard_Feeds,GOOGL,120,147.41,2026-05-11 13:39:35
TRD-VAN-10299,Vanguard_Feeds,AMZN,398,367.22,2026-05-11 08:03:16
TRD-VAN-10300,Vanguard_Feeds,MSFT,163,140.67,2026-05-11 04:31:55
TRD-VAN-10301,Vanguard_Feeds,AAPL,285,270.1,2026-05-10 17:23:09
